API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVRegion,ENVBasin,ENVPlay,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,ENVFracJobType,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,Proppant_LBS,TotalFluidPumped_BBL,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProdDate,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,FirstProdYear
42-317-44417,4231744417,42-317-44417-01,4.23174E+11,42-317-44417-01-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44416,,JOHNSON RANCH 1498OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,UNREPORTED,,,DIRECTIONAL,BARNETT SHALE,2022/12/1,32.154982,-102.118433,32.157564,-102.117426,11518,11757,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2910,ACTUAL,2883,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/9/15,,2022/10/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
42-317-44417,4231744417,42-317-44417-00,4.23174E+11,42-317-44417-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44416,1,JOHNSON RANCH 1498OP,US,TX,MARTIN,58933,JOHNSON RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,BARNETT SHALE,2022/12/1,32.154982,-102.118433,32.184962,-102.125968,11774,22086,8,EMMA,T&P RR CO,39,830,,14,1N,,,JOHNSON RANCH,2022,2022-Q4,Dec-22,2910,ACTUAL,2883,ACTUAL,ACTUAL,2022/6/9,2022/6/1,2022/9/15,2022/10/19,2022/10/19,2022/12/5,SLICKWATER HC,11859,21910,10051,10210,20120212,528843,2023/1/6,,1433,143,8600,1066,106,2204,219,1338,133,116,,,GAS LIFT,43,,69071,6872,113757,11318,414425,41232,50111,4986,62477,135802,13511,235063,23387,814815,81068,96625,9614,125677,180384,17947,330511,32883,1082306,107681,125299,12466,169303,211378,21031,392933,39094,1268267,126183,145889,14515,197693,,,,,,,,,,,2023/4/1,5,26565,2643,47453,4721,159392,15858,18979,1888,31400,316581,31498,590054,58706,1899489,188985,218239,21713,274691,29,2025/4/1,2812,6021,2177,59923,109578,41660,39656,69,2704,2022
42-173-38815,4217338815,42-173-38815-00,4.21734E+11,42-173-38815-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38634,1,PRINCETON A 202ST,US,TX,GLASSCOCK,61631,PRINCETON A,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,STRAWN,2024/2/1,31.877764,-101.754863,31.905851,-101.763967,10242,20335,8,DEWEY LAKE,T&P RR CO,36,1079,,28,3S,,,PRINCETON A,2024,2024-Q1,Feb-24,2611,ACTUAL,2588,ACTUAL,ACTUAL,2022/8/9,2022/7/6,2022/11/3,2024/2/21,2023/9/23,2024/2/21,SLICKWATER,10408,19972,9564,9821,22299759,509424,2024/3/2,,651,68,3906,415,43,1416,148,5393,564,,,,PUMPING,40,,46768,4890,119005,12443,280609,29340,26934,2816,368298,98416,10290,285811,29884,590497,61742,50781,5310,695744,146044,15270,449211,46969,876261,91621,71175,7442,972741,182631,19096,579272,60568,1095788,114574,86086,9001,1172911,,,,,,,,,,,2024/3/1,2,19358,2024,58569,6124,116150,12145,11598,1213,161044,204592,21392,663961,69423,1227553,128351,93932,9821,1277301,14,2025/3/1,3837,46136,50957,172733,589415,74497,1012749,46,7069,2024
42-173-38816,4217338816,42-173-38816-00,4.21734E+11,42-173-38816-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38816,1,HARAMBE 32 4,US,TX,GLASSCOCK,55266,HARAMBE 32,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,CUDD,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2023/1/1,31.857337,-101.769262,31.857429,-101.768931,11177,11177,8,SPRABERRY,T&P RR CO,36,1080,,32,3S,,,,2023,2023-Q1,Jan-23,2619,ACTUAL,2619,ACTUAL,ACTUAL,2022/7/11,2022/7/7,2022/10/21,2022/11/6,2022/11/6,2023/1/5,SLICKWATER HC,6978,11072,4094,,1549035,55604,2023/2/15,,183,,1098,177,,36,,920,,,,,PUMPING,39,,10422,,4323,,62532,,9701,,38300,19186,,8470,,115114,,17774,,65296,26960,,13145,,161762,,24769,,86380,34053,,18287,,204317,,31005,,103322,,,,,,,,,,,2023/2/1,3,3863,,2258,,23176,,3551,,15859,52754,,30735,,316523,,47631,,138279,27,2025/3/1,524,124,817,13454,8925,11967,23549,90,645,2023
42-227-41857,4222741857,42-227-41857-00,4.22274E+11,42-227-41857-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-41715,1,TALL GRASS H 13CF,US,TX,HOWARD,60172,TALL GRASS H,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/7/1,32.231587,-101.668826,32.258803,-101.675951,6456,16365,8,SPRABERRY,T&P RR CO,34,1341,,18,1N,,,TALL GRASS H,2023,2023-Q3,Jul-23,2493,ACTUAL,2463,ACTUAL,ACTUAL,2022/9/7,2022/7/6,2022/9/21,2023/3/29,2023/4/5,2023/7/2,SLICKWATER HC,6810,16194,9384,9453,19089162,401400,2023/8/28,,184,20,1105,151,16,199,21,2748,293,,,,PUMPING,39,,9720,1036,12228,1303,58320,6215,7682,819,100390,32594,3473,58534,6238,195565,20840,22839,2434,243295,60208,6416,114468,12198,361249,38496,41130,4383,406625,63609,6778,123888,13202,381656,40671,42961,4578,422004,,,,,,,,,,,2023/12/1,6,11113,1184,22066,2351,66679,7106,7436,792,69024,88079,9386,167696,17870,528472,56316,60129,6408,550129,21,2025/3/1,5665,13928,38902,27870,53228,18999,143504,68,2789,2023
42-317-44535,4231744535,42-317-44535-00,4.23174E+11,42-317-44535-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 1HA,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.311794,-101.698753,32.341652,-101.709428,8289,19360,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,CHITALPA,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/7/19,2022/7/11,2023/1/6,2023/3/16,2023/3/16,2023/8/23,SLICKWATER HC,9030,19223,10193,10852,20610028,434140,2023/9/20,,1688,166,10128,1450,142,1428,140,2124,208,,,,PUMPING,39,,79564,7806,125613,12323,477382,46834,58628,5752,87789,185493,18198,386686,37936,1112958,109188,121045,11875,188434,253547,24875,585030,57395,1521283,149248,156042,15309,251325,308465,30262,758648,74428,1850791,181575,182024,17858,303288,,,,,,,,,,,2023/10/1,3,52526,5153,93403,9163,315153,30919,38640,3791,58424,426007,41794,1179036,115671,2556039,250764,229501,22516,417495,20,2025/3/1,5207,48447,14249,193676,658006,84009,185838,54,5137,2023
42-317-44536,4231744536,42-317-44536-00,4.23174E+11,42-317-44536-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 2LL,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.311839,-101.698566,32.341584,-101.709348,7863,18699,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/7/19,2022/7/12,2023/1/7,2023/3/30,2023/3/30,2023/8/24,SLICKWATER HC,8389,18562,10173,10477,18512733,415083,2023/10/15,,1390,137,8337,949,93,2643,260,2403,236,,,,PUMPING,39,,50150,4930,79638,7828,300901,29578,36877,3625,93379,110115,10824,223251,21945,660690,64945,72906,7167,184686,145727,14325,331490,32585,874362,85949,90479,8894,229279,172758,16982,425464,41823,1036548,101892,101847,10012,258170,,,,,,,,,,,2023/10/1,3,31877,3134,51510,5063,191263,18801,24199,2379,61276,226688,22283,649931,63888,1360130,133700,118367,11635,300243,20,2025/3/1,1520,25612,3879,91814,353272,32935,83778,52,5491,2023
42-317-44537,4231744537,42-317-44537-00,4.23174E+11,42-317-44537-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 3JM,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.311858,-101.698472,32.341857,-101.708354,7495,18118,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/7/19,2022/7/13,2023/1/7,2023/4/7,2023/4/7,2023/8/25,SLICKWATER HC,7797,17979,10182,10279,18770254,406689,2023/10/17,,1088,107,6526,960,94,766,75,2816,277,,,,PUMPING,39,,41327,4059,23151,2274,247964,24353,37469,3680,109909,85023,8350,64954,6379,510141,50102,74198,7287,217637,108212,10628,96417,9469,649274,63767,92143,9050,270262,124389,12217,123696,12148,746332,73299,103773,10192,304362,,,,,,,,,,,2023/10/1,3,26881,2640,15000,1473,161284,15840,24644,2420,72288,152170,14945,188701,18533,913020,89670,120720,11856,354039,20,2025/3/1,1563,7404,4582,50802,102405,33734,98900,79,1563,2023
42-317-44538,4231744538,42-317-44538-00,4.23174E+11,42-317-44538-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 4DN,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.311882,-101.69838,32.341823,-101.708328,8103,18701,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/7/19,2022/7/14,2023/1/8,2023/4/15,2023/4/15,2023/8/26,SLICKWATER HC,8396,18564,10168,10353,20712270,427112,2023/10/17,,1477,145,8859,1294,127,1095,108,2008,197,,,,PUMPING,39,,56021,5510,33094,3255,336127,33057,50506,4967,78373,115439,11353,92964,9143,692634,68119,99945,9829,155152,147069,14464,138160,13588,882411,86783,124042,12199,192625,169199,16640,177463,17453,1015193,99842,139622,13731,216886,,,,,,,,,,,2023/10/1,3,36416,3581,21463,2111,218496,21489,33218,3267,51547,207502,20407,271595,26711,1245014,122444,162236,15956,252179,20,2025/3/1,2080,10762,3251,69778,147987,45114,70320,78,1674,2023
42-317-44540,4231744540,42-317-44540-00,4.23174E+11,42-317-44540-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44540,1,SOUTH CURTIS RANCH 3399VP,US,TX,MARTIN,59013,SOUTH CURTIS RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,DEV,2022/12/1,32.094594,-102.134538,32.065842,-102.125255,11961,22436,8,KIVA,T&P RR CO,39,312,,33,1N,,,SOUTH CURTIS RANCH,2022,2022-Q4,Dec-22,2870,ACTUAL,2843,ACTUAL,ACTUAL,2022/7/21,2022/7/19,2022/9/17,2022/10/23,2022/10/23,2022/12/9,LINEAR GEL HC,12187,22268,10081,10221,12579929,390422,2022/12/27,,2166,215,12997,1694,168,2833,281,4559,452,1351,,,PUMPING,41,,88308,8760,115709,11478,529847,52559,69023,6847,244708,202255,20063,295746,29337,1213530,120378,152964,15173,520779,262169,26006,408069,40479,1573011,156037,194157,19260,644836,287017,28471,440685,43714,1722099,170826,213569,21185,697105,,,,,,,,,,,2023/4/1,4,42022,4168,62955,6245,252129,25010,32270,3201,115634,348905,34610,558691,55420,2093433,207661,255790,25374,783795,29,2025/4/1,2672,13685,4214,38370,79634,25098,45415,73,2184,2022
42-173-38843,4217338843,42-173-38843-00,4.21734E+11,42-173-38843-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38843,1,LOMAX 1681CP 1H,US,TX,GLASSCOCK,58963,LOMAX 1681CP,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2022/12/1,32.025624,-101.680535,32.003436,-101.673929,9778,17890,8,SPRABERRY,T&P RR CO,35,852,,16,2S,,,LOMAX 1681CP,2022,2022-Q4,Dec-22,2634,ACTUAL,2608,ACTUAL,ACTUAL,2022/8/3,2022/7/27,2022/11/6,2022/11/25,2022/11/25,2022/12/16,LINEAR GEL HC,9963,17678,7715,7812,15738166,430816,2022/12/30,,1247,162,7479,1125,146,729,94,1171,152,,,,PUMPING,43,,53765,6969,46977,6089,322587,41813,45935,5954,75185,103565,13424,109190,14153,621392,80543,85367,11065,142125,135380,17548,154997,20090,812279,105286,109547,14199,184616,160965,20864,192936,25008,965790,125183,128809,16696,219596,,,,,,,,,,,2023/2/1,2,22268,2886,26414,3424,133610,17318,19205,2489,31635,247249,32048,358394,46454,1483496,192287,187517,24306,337474,29,2025/4/1,2502,8089,5535,54688,112491,35940,74722,76,1911,2022
42-317-44572,4231744572,42-317-44572-00,4.23174E+11,42-317-44572-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 5HB,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.312098,-101.697442,32.341888,-101.708311,8445,19360,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/8/2,2022/7/27,2023/1/6,2023/2/1,2023/2/1,2023/8/28,SLICKWATER,9056,19013,9957,10759,19062054,435957,2023/10/7,,1390,140,8338,1170,118,1318,132,2245,225,,,,PUMPING,39,,51199,5142,39271,3944,307194,30852,44654,4485,85771,106029,10649,110138,11061,636174,63892,87673,8805,169234,135874,13646,164289,16500,815245,81877,108493,10896,210293,157189,15787,211971,21289,943131,94720,121860,12239,237083,,,,,,,,,,,2023/10/1,3,32778,3292,25307,2542,196670,19752,29023,2915,55779,195806,19665,328573,32999,1174835,117991,141044,14165,276555,20,2025/3/1,1748,13535,3673,68813,181791,38515,78090,72,2330,2023
42-317-44573,4231744573,42-317-44573-00,4.23174E+11,42-317-44573-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA 101MS,US,TX,MARTIN,60318,CHITALPA,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/8/1,32.311817,-101.698661,32.341667,-101.709342,7143,18042,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Aug-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/8/2,2022/7/27,2023/1/7,2023/3/23,2023/3/23,2023/8/27,SLICKWATER HC,7710,17905,10195,10581,18601017,415322,2023/10/19,,791,78,4746,716,70,450,44,3595,353,,,,PUMPING,39,,30341,2976,13641,1338,182046,17856,28068,2753,140915,62062,6088,38351,3762,372374,36525,55671,5461,279817,78676,7717,56976,5589,472056,46303,69180,6786,348073,90141,8842,73148,7175,540849,53050,77950,7646,392560,,,,,,,,,,,2023/10/1,3,19823,1944,8862,869,118939,11666,18502,1815,92887,109396,10730,111784,10965,656375,64382,90765,8903,457991,20,2025/3/1,1185,4409,6081,35604,60802,25470,129575,83,1232,2023
42-317-44605,4231744605,42-317-44605-00,4.23174E+11,42-317-44605-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA E 6HA,US,TX,MARTIN,60523,CHITALPA E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/9/1,32.31212,-101.697349,32.342127,-101.707361,8287,19010,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,CHITALPA E,2023,2023-Q3,Sep-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/8/5,2022/8/1,2023/1/4,2023/2/9,2023/2/9,2023/9/1,SLICKWATER,8684,18877,10193,10503,16478322,433385,2023/10/2,,1755,172,10532,1585,155,1022,100,1901,187,,,,PUMPING,39,,144378,14164,171833,16858,866270,84987,115740,11355,179006,235361,23090,384223,37695,1412167,138543,171324,16808,277396,296867,29125,585904,57481,1781200,174747,199216,19544,332909,338105,33170,743614,72953,2028628,199022,214169,21011,366364,,,,,,,,,,,2023/10/1,2,70482,6915,83211,8164,422893,41489,58273,5717,92322,404727,39706,1046282,102647,2428362,238238,230347,22599,409983,19,2025/3/1,1776,45383,5402,145869,590702,47419,110244,57,4542,2023
42-317-44606,4231744606,42-317-44606-00,4.23174E+11,42-317-44606-00-00,4.23174E+13,8.4042E+14,8.40421E+14,42-317-44609,1,CHITALPA E 7LL,US,TX,MARTIN,60523,CHITALPA E,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/9/1,32.312141,-101.697255,32.342173,-101.707209,7846,18530,8,SPRABERRY,T&P RR CO,34,1,,1,1N,,,,2023,2023-Q3,Sep-23,2523,ACTUAL,2499,ACTUAL,ACTUAL,2022/8/9,2022/8/2,2022/12/21,2023/2/17,2023/2/17,2023/9/2,SLICKWATER,8171,18402,10231,10405,19062054,435957,2023/10/19,,1218,119,7310,1083,106,812,79,2630,257,,,,PUMPING,39,,65156,6368,49406,4829,390934,38211,56921,5564,138332,103382,10105,99785,9753,620294,60629,86752,8479,211348,129794,12686,147520,14419,778762,76118,105207,10283,256925,148196,14485,184768,18060,889179,86910,117402,11475,287309,,,,,,,,,,,2023/10/1,2,29195,2854,19764,1932,175168,17121,26222,2563,63661,178540,17451,255998,25022,1071240,104705,135874,13281,334012,19,2025/3/1,2506,10658,6390,65108,139313,41889,104849,76,1884,2023
42-173-38848,4217338848,42-173-38848-00,4.21734E+11,42-173-38848-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38848,1,POWELL 08 UNIT 0891OP,US,TX,GLASSCOCK,59419,POWELL 08 UNIT,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,LIQUIDS RICH GAS (10-40% WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,STRAWN,2023/1/1,31.934072,-101.685412,31.898602,-101.675541,10572,23622,8,"GARDEN CITY, NW",T&P RR CO,35,930,,8,3S,,,POWELL 8 UNIT,2023,2023-Q1,Jan-23,2566,ACTUAL,2539,ACTUAL,ACTUAL,2022/8/9,2022/8/4,2022/10/26,2022/12/5,2022/12/5,2023/1/1,LINEAR GEL HC,11479,23440,11961,12822,24206070,647781,2023/2/16,,1387,116,8322,673,56,4284,358,338,28,,,,GAS LIFT,43,,68315,5711,261012,21822,409890,34269,24813,2074,19929,202299,16913,792030,66218,1213794,101479,70294,5877,42382,332990,27840,1289270,107789,1997942,167038,118112,9875,62669,458382,38323,1758285,147002,2750289,229938,165334,13823,79781,,,,,,,,,,,2023/7/1,7,49975,4178,198502,16596,299848,25069,22457,1878,10612,1053057,88041,3825125,319800,6318341,528245,415536,34741,139118,28,2025/4/1,13177,116876,1989,405669,1429161,167475,34330,39,9205,2023
42-173-38849,4217338849,42-173-38849-00,4.21734E+11,42-173-38849-00-00,4.21734E+13,8.4042E+14,8.40421E+14,42-173-38848,1,POWELL 08 UNIT 0871NP,US,TX,GLASSCOCK,57482,POWELL 08 UNIT,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,HALLIBURTON,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2023/1/1,31.933966,-101.685379,31.897572,-101.675971,9151,22188,8,SPRABERRY,T&P RR CO,35,930,,8,3S,,,POWELL 08 UNIT,2023,2023-Q1,Jan-23,2568,ACTUAL,2542,ACTUAL,ACTUAL,2022/8/11,2022/8/5,2022/10/27,2022/11/16,2022/11/16,2023/1/8,LINEAR GEL HC,9336,22027,12691,12661,24608982,625443,2023/2/19,,905,71,5431,796,63,655,52,2510,198,296,430,,PUMPING,43,,49198,3877,80223,6321,295185,23259,35827,2823,259930,89130,7023,181231,14280,534781,42139,58925,4643,450213,118592,9345,254871,20083,711549,56067,76113,5997,611429,133737,10538,286786,22598,802420,63227,85939,6772,715667,,,,,,,,,,,2023/3/1,3,23270,1834,51123,4028,139617,11001,14749,1162,111995,210672,16600,486928,38368,1264033,99601,129517,10205,1365594,28,2025/4/1,1120,10903,24671,50819,151657,25542,424433,61,3760,2023
42-329-45860,4232945860,42-329-45860-00,4.23295E+11,42-329-45860-00-00,4.23295E+13,8.4042E+14,8.40421E+14,42-329-45860,1,SRIRACHA 13 1,US,TX,MIDLAND,59271,SRIRACHA 13,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,CUDD,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2023/2/1,32.008341,-101.842813,32.007995,-101.842545,11370,11370,8,SPRABERRY,"STOKES, J V",,1051,,13,,,,,2023,2023-Q1,Feb-23,2698,ACTUAL,2681,ACTUAL,ACTUAL,2022/8/15,2022/8/9,2022/12/28,2023/1/12,2023/1/12,2023/2/6,SLICKWATER HC,7190,11244,4054,,1391556,47761,2023/3/21,,202,,1209,171,,183,,239,,,,,PUMPING,39,,8969,,7064,,53816,,7792,,27575,15413,,12955,,92479,,13254,,47940,20603,,18950,,123620,,17445,,62400,26224,,30359,,157343,,21164,,74334,,,,,,,,,,,2023/3/1,2,4587,,5870,,27522,,3981,,12812,52639,,77042,,315836,,39799,,122892,26,2025/3/1,1760,1596,3880,21493,36289,15445,38935,76,1936,2023
